Randint,Question,Answer,Type,Section,Sub Section
7840,Phantom Troupe have saved Meteor City from Chimera Ant's invasion.,Hunter x Hunter,fun,Anime,
7841,Fear and desire holds the power to disturb someone's rhythm. Desire clouds vision and fear stills one's step. She possesses neither desire nor fear.,Hunter x Hunter,fun,Anime,
7842,There's a huge difference between risking life and throwing it away. (Killua Zoldyck),Hunter x Hunter,fun,Anime,
7843,You can barely sit straight. Victory over you in this state won't satisfy me.,Hunter x Hunter,fun,Anime,
7844,"After meeting Komugi, I've realized that strength can manifest in different ways.",Hunter x Hunter,fun,Anime,
7845,A moment's hesitation can mean death.,Hunter x Hunter,fun,Anime,
7846,"Caution, resolve and confidence in 2:3:5 Ratio.",Hunter x Hunter,fun,Anime,
7847,"- What do you want when you win?
- I want another match.",Hunter x Hunter,fun,Anime,
7848,Try not to die until you're dead. (Gyro),Hunter x Hunter,fun,Anime,
7849,Zoldyck Family is very special. We're the ones who will make the rules.,Hunter x Hunter,fun,Anime,
7850,I will not forgive anyone who tries to hurt Alluka. (Killua Zoldyck),Hunter x Hunter,fun,Anime,
7851,You'd have to figure that out yourself. You're a Hunter aren't you?,Hunter x Hunter,fun,Anime,
7852,"- Ging, can I ask you a question?
- Yes. I may not give an answer though.",Hunter x Hunter,fun,Anime,
7853,"Arise and prepare, determined to leave.	
The trouble has reached its breaking point.	
And do not turn back to the family and the country.	
Because the free departs from harm for his own dignity	
	- Ali ibn al-Muqarrab al-Uyuni (13th Century)",- The Dissident,fun,Docus,
7854,"If you cannot speak freely, and if you cannot communicate, you society cannot improve.",- Unknown,fun,Docus,
7855,Desperate times call for desperate measures.,- Unknown,fun,Docus,
7856,"- Companies like Google and Facebook would roll out lots of little tiny experiments that they were constantly doing on users. And over time by running these constant experiments, you develop the most optimal way to get users to do what you want them to do. It's manipulation.
- You're making me feel like a labrat
- You're a labrat we're all labrats.",The Social Dilemma,fun,Docus,
7857,We evolved to care about whether other people in our tribe think we'll of us or not cause it matters. But were we evolved to be aware of what 10000 people think of us?,The Social Dilemma,fun,Docus,
7858,"And then you look over at the other side, and you start to think ""How can those people be so stupid? Look at all of this information that I'm constantly seeing. How are they not seeing the same information."" And the answer is, ""They're not seeing the same information.""",The Social Dilemma,fun,Docus,
7859,We've created a system that biases towards false information. Not because we want to but because false information makes companies more money than the truth. The truth is boring.,The Social Dilemma,fun,Docus,
7860,"We'rea nation of people that no longer speak to each other. We'rea nation of people who have stopped being friends with people because of who they voted for in the last election. Were a Nation of people who've isolated ourselves to only watch channels that tell us that were right. (Marco Rubio, US Senator Florida) ",The Social Dilemma,fun,Docus,
7861,"My message here today is that tribalism is ruining us. It is tearing our country apart. It is no way for sane adults to act. (Jeff Flake, Former US Senator Arizona)",The Social Dilemma,fun,Docus,
7862,"Is this the last generation of people that are gonna know what it was like before this illusion took place? Like, how do you wake up from the matrix when you don't know you're in the matrix? (Tristan Harris, Technology Ethicist)",The Social Dilemma,fun,Docus,
7863,Make sure that you get lots of different kinds of information in your own life. I follow people on twitter I disagree with because I want to be exposed to different points of view.,The Social Dilemma,fun,Docus,
7864,Nebula - sort of a Star Nursery filled with gases from where Stars are born,How the Universe works,fun,Docus,
7865,"Nebulas were full of thick gases, so we weren't able to see them until NASA launched Spitzer in space, which had Infrared Telescope that detected heat only.",How the Universe works,fun,Docus,
7866,"When you press something together, it's temperature shoots up. It's a simple law of Chemistry. That's why Gravity is required to make Stars, along with Hydrogen and Time.",How the Universe works,fun,Docus,
7867,Fusion - process of smashing items together,How the Universe works,fun,Docus,
7868,"When you fuse Hydrogen atoms together, Helium is produced. Comparatively, mass of Helium is lower than Hydrogen as during this Hydrogen Burning, some mass is lost. That missing mass is pure Energy.",How the Universe works,fun,Docus,
7869,"Stars have a mechanism that is constantly burning Hydrogen, which makes them shine.",How the Universe works,fun,Docus,
7870,"So, we have Gravity, that is constantly trying to crush the stars, and huge amount of Energy that's being generated every second that tries to blow star apart. Both of these process creates balance. And that balance is a Star.",How the Universe works,fun,Docus,
7871,"When Sun fuses Hydrogen, it creates Photon, a particle of light, that takes thousands and thousands of years to get to the surface of earth as there are billions of Photons with which it smashes trillions of times. And once it gets to the surface, it's an 8 Minute Journey.",How the Universe works,fun,Docus,
7872,"One a Star runs out of Hydrogen, Energy wins the war with Gravity and Star burst out, eating everything that comes it's way til that energy gets exhausted. Once it does, only a White Dwarf, also called a Neutron Star remains, that has trillion trillion trillion carat diamond in it, which is so dense that if you'd put that on surface of Earth, it'll Pierce it through.",How the Universe works,fun,Docus,
7873,"Giant stars live fast, burn bright and die hard.",How the Universe works,fun,Docus,
7874,"Iron is the poison for any Star. As it absorbs energy, which kills Stars in a matter of Seconds.",How the Universe works,fun,Docus,
7875,26 April 1986,Chernobyl,fun,Docus,
7876,"Good, I know how a nuclear reactor works. I dont need you.",Chernobyl,fun,Docus,
7877,What you're suggesting Legasov is to humiliate a Nation that is obsessed with Not Humiliation.,Chernobyl,fun,Docus,
7878,"Commies wanted to establish a city called Pripyat, and for Powering it up it established Chernobyl Plant aka VI Lenin Atomic Power Plant.",Chernobyl,fun,Docus,
7879,Pripyat was one of the Atomograd i.e. Atomic City.,Chernobyl,fun,Docus,
7880,A perfect specimen of Soviet Negligence.,Chernobyl,fun,Docus,
7881,"George Washington wins independence for United States
Andrew Jackson defends independence for United States",Men who built America,fun,Docus,
7882,"They don't think in terms of money.
They think in terms of Winning.",Men who built America,fun,Docus,
7883,"- How much Competition do you have Edison?
- Nothing worthy of Note.",Men who built America,fun,Docus,
7884,Best time to buy is when the blood is on the streets. (Rothschilds),Men who built America,fun,Docus,
7885,"- What do you think?
- We need to buy the President.",Men who built America,fun,Docus,
7886,Those who do wander this far west find both danger... and opportunity.,Men who built America,fun,Docus,
7887,Daniel Boone was a kind of figure arund whom stories kind of collects.,Men who built America,fun,Docus,
7888,Tecumseh did not want to put this war to barbary or savagery that would've made it impossible for him to negotiate at the later time with the mighty United States.,Men who built America,fun,Docus,
7889,Railroads > Oil(Lamps) > Steel > Skyscrappers > Electricity(JP) > Cars,Men who built America,fun,Docus,
7890,"The Rockefellers, The Fords, The Carnegies were Entrepreneural Rockstars in most literal Sense",Men who built America,fun,Docus,
7891,Cornelius Vanderbilt sells all his ships and invests it all in the railroads.,Men who built America,fun,Docus,
7892,We're gonna watch them bleed. -Vanderbuilt,Men who built America,fun,Docus,
7893,Vanderbilt pioneered Hostile Takeover by taking over Erie Ltd.,Men who built America,fun,Docus,
7894,Watering Down The Stock - Printing more stocks so to avoid hostile takeovers,Men who built America,fun,Docus,
7895,Rockefeller had a mind fr Efficiency.,Men who built America,fun,Docus,
7896,"Standard Oil, led by Rockefeller became Nation's First Monopoly",Men who built America,fun,Docus,
7897,"if Rockefeller is successful in establishing the pipelines, he'll get to do what he loves to do most, win.",Men who built America,fun,Docus,
7898,"For 25 years, Railroads have been backbone of the Economy. Nobody has the nerve of taking them down. Until now. Rockefeller knew that without his Oil, Railroads will struggle to Survive.",Men who built America,fun,Docus,
7899,"For Rckefeller, crushing the Competition Matters most.",Men who built America,fun,Docus,
7900,"Whenever theres uncertainity, theres opportunity.",Men who built America,fun,Docus,
7901,"But in the end, all titans are targets.",Men who built America,fun,Docus,
7902,Carnegie's dream has became a Nightmare. But he is not going down without a Fight.,Men who built America,fun,Docus,
7903,"By the water stops in Johnestown, more than 2000 people lie dead, One in Three are so severely mutilated, that they cannot even be identified.",Men who built America,fun,Docus,
7904,"Having a Competitor, having an Enemy, or having an Arch Enemy is what ups the game for everybody.",Men who built America,fun,Docus,
7905,Homestead(Pennsylvenia) Massacre led to the birth of a new Class who called themselves Anarchists.,Men who built America,fun,Docus,
7906,Junius MOrgan to JP : You feel it? This is what it feels to earn a Million Dollars. Now learn to earn it by yourself.,Men who built America,fun,Docus,
7907,"You cannot have anything without putting Risk on the line, or else everybody will have it.",Men who built America,fun,Docus,
7908,Rockefeller didnt became the richest man in america by cowering into fear.,Men who built America,fun,Docus,
7909,You have to learn to walk away. And in my opinion people who don't learn to walk away are the ones who end up making the bad deals.,Men who built America,fun,Docus,
7910,Rockefeller and Carnegie were smart enough to know that they were both too big to get into a Battle.,Men who built America,fun,Docus,
7911,Everyone has a price. We just need to find out what it is.,Men who built America,fun,Docus,
7912,A man who dies rich dies disgraced.,Men who built America,fun,Docus,
7913,"They didn't discover this modern America, they built it.",Men who built America,fun,Docus,
7914,"Baath Party of Iraq (Saddam)
President Ahmad Hasan al-Bakr
Mukhbarat (Secret Police)
VS
Communist Party of Iraq
General Abd al-Qarim Qasim",Dictator's Playbook,fun,Docus,
7915,"War is the Hygiene of the world.	
	- Futurist Manifesto",Dictator's Playbook,fun,Docus,
7916,"The first duty of man in power is to stay in power.	
	- Omar Torrijos",Dictator's Playbook,fun,Docus,
7917,"Idi Amin
vs
Kenya's Mau Mau
Milton Abote (Prez of Uganda) 
Bugandan King (Kabaka Mutesa II) ",Dictator's Playbook,fun,Docus,
7918,"Dictators always learn from each other. About how they rise to power, about how to deal with opponents.",Dictator's Playbook,fun,Docus,
7919,"For anyone to learn from Stalin, they learned quite a bit about the level of brutality that was needed, particularly in the beginning of the regime to insure mass compliance.",Dictator's Playbook,fun,Docus,
7920,The elites are the biggest threat to any dictator. They have to make sure that this elite group is unified and incredibly loyal. If they can't do that they're at risk if being overthrown.,Dictator's Playbook,fun,Docus,
7921,Propaganda is the spread of information that benefits the regime. Dictators need propaganda to be able to control people's thoughts. They want to ensure that the masses are loyal to the regime.,Dictator's Playbook,fun,Docus,
